id,subject,speaker,thought,link
412,Sara,Kokomi,"Mmm... I must admit, Kujou Sara is an opponent that cannot be taken lightly. She seldom employs cunning strategy, but her performance in open warfare is always admirable. The Shogun's Army places great trust in her abilities - they are united and ready to fight valiantly under her command, even to the death. Her forces have been a serious threat to the resistance on multiple occasions.",https://game8.co/games/Genshin-Impact/archives/336727
413,Sara,Shinobu,"Madam Kujou? Yes, she's a friend of mine. Hmm? You're surprised that I know her? Oh, you must've misunderstood, I knew her from before I joined the Arataki Gang. Heh, in fact, it's hard to tell who's the winner whenever we spar.",https://game8.co/games/Genshin-Impact/archives/336727
414,Sara,Thoma,"The Tenryou Commission General... Mm... Make sure to be extra careful if you have any dealings with her. She has a lot of power in her hands, and she's not very open to persuasion. Smiling and batting your eyelids certainly won't get you anywhere with her.",https://game8.co/games/Genshin-Impact/archives/336727
415,Sara,Yae Miko,"Not the sharpest tengu in the forest — she certainly didn't inherit the brilliant mind of daddy tengu, that's for sure. *sighHow shall I put this? I suppose being blunt and dispensing with tact has its own advantages... But I do hope that the next time she visits the shrine, she keeps to herself. I've got better things to do than answer her incessant questions about Ei.",https://game8.co/games/Genshin-Impact/archives/336727
416,Sara,Yoimiya,"Due to public safety and fire, hazard-related concerns, I often get whisked off to the Tenryou Commission's place for a lecture.   Kujou Sara's probably the most reasonable of the bunch. At least she'll hear me out before passing any judgment. If I'm in the right, she'll acknowledge my. perspective, and if I'm wrong...  Hehe, then I'll get Thoma to come and help me apologize to her!",https://game8.co/games/Genshin-Impact/archives/336727
417,Sayu,Ayaka,"Ah, little Sayu. She hasn't been causing you any trouble lately, has she? Hehe, if you ever notice her slacking off, please let me know.",https://game8.co/games/Genshin-Impact/archives/333496
418,Sayu,Ayato,"She looks awfully idle the majority of the time, and yet when it counts, she always rises to the occasion and provides indispensable assistance. Of course, you'd know far more about that than me, wouldn't you?",https://game8.co/games/Genshin-Impact/archives/333496
419,Sayu,Gorou,"Hmm, according to our intel, she is a ninja proficient in the art of infiltration — a skill set which could prove very useful in some of Her Excellency's special operations... However, our intel also indicates that she could be difficult to recruit as she is rather unruly, and often disappears without a trace. Hmm? She's with the Yashiro Commission? Oh, well forget it then.",https://game8.co/games/Genshin-Impact/archives/333496
420,Sayu,Itto,"All I did was give her a little pat on the head this one time when she wasn't looking, and now, she pounces to attack every time she lays eyes on me. Haha, what can I say? Tanuki are adorable! What am I supposed to do — not pat one on the head? ...Oh yeah, and that's the other thing — she beats you up for calling her a tanuki, too! What's up with that? I mean, a tanuki's what she's going for, right? Sheesh, talk about getting your fur all ruffled over nothing...",https://game8.co/games/Genshin-Impact/archives/333496
421,Sayu,Thoma,"Ah Sayu, stubborn Sayu. I've asked her countless times to teach me ninjutsu, but she always refuses. She even goes out of her way to avoid me now... I'm just a student looking for a teacher, am I really that out of line?",https://game8.co/games/Genshin-Impact/archives/333496
422,Sayu,Yae Miko,"Ah yes, the little ninja child... If there's one thing she can do, it's stay hidden. Kano Nana constantly complains to me about it. Apparently, she now spends so much of her time searching for Sayu that she barely has any time to read anymore. If you as me, I'd say that Sayu has a secret ally who is helping her hide all the time...",https://game8.co/games/Genshin-Impact/archives/333496
423,Sayu,Yoimiya,"Let me know if you see her, alright? I'd really love to take her to one of the festivals and introduce her to lots of new friends. She always looks a little down, but if she meets some people she can hang out with, maybe she'll slowly pick herself up again!",https://game8.co/games/Genshin-Impact/archives/333496
424,Shenhe,Chongyun,"The elders in my clan have mentioned her before. The fate of her family... 'sigh' It's something we can all symphatize with. I originally thought we would be able to bring a long-lost relative back into our clan. The elders were overjoyed, too, when they heard she was still alive — they even prepared gifts for her, and picked an auspicious day for a grand reunion. What we hadn't counted on was that most of the time, she's extremely difficult to track down. Wait a minute, based on our relative positions in the family tree, does that mean that I... There's no way I'd have to call her ""Auntie Shenhe""... right?",https://game8.co/games/Genshin-Impact/archives/346620
425,Shenhe,Ganyu,"I actually don't know her all that well — I've only heard bits and pieces from Cloud Retainer. From what I've heard, she can be quite ferocious. Whenever her temper gets the better of her, she is likely to start obliterating her surroundings. I wonder if she's just... bored. Should... Should I recommend some work to keep her occupied?",https://game8.co/games/Genshin-Impact/archives/346620
426,Shenhe,Hu Tao,"She is quite the fascinating individual, completely different from anyone else I've encountered. Do you think if I started eating divine herbs and drinking the dew of the mountains every single day, I'd be able to look as pure and pristine as she does? Hehe...",https://game8.co/games/Genshin-Impact/archives/346620
427,Shenhe,Ningguang,"How is Miss Shenhe doing as of late? Please, look out for her whenever you can. I am most grateful to both of you for your assistance with rebuilding the Jade Chamber. Ahem, and on a more personal note — please know that if you are ever free, a cup of the finest tea will always be waiting for you here.",https://game8.co/games/Genshin-Impact/archives/346620
428,Shenhe,Xianyun,"Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with XianyunComplete ""The Crane Returns on the Wind""",https://game8.co/games/Genshin-Impact/archives/346620
429,Shenhe,Xiao,"It seems Shenhe places a great deal of trust in you. Well, how could she not. There are few people in the world as kind and good-natured as you.",https://game8.co/games/Genshin-Impact/archives/346620
430,Shenhe,Xingqiu,"I find that Miss Shenhe seems to look at me somewhat fiercely, so I daren't approach her lightly. Bizarre, did I inadvertently upset her? Or maybe... upset someone close to her?",https://game8.co/games/Genshin-Impact/archives/346620
431,Shenhe,Yaoyao,"Shenhe's been away from the human world for years and years, so it's no wonder that she's still adjusting to life in Liyue Harbor. I'd love to help Ganyu take care of her... But how do I ask her in a way that won't make her feel uncomfortable?",https://game8.co/games/Genshin-Impact/archives/346620
432,Shenhe,Yun Jin,"I have long since known ""The Divine Damsel of Devastation"" inside out, back to front, but it was only very recently that I learned that the ""divine damsel"" in question is actually a real person. Life is full of strange twists sometimes! My only hope is that she can find true friendship and never be lonely again.",https://game8.co/games/Genshin-Impact/archives/346620
